lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,sat,0.154542,146,770,6,6,6,0.015460326222063763,0.5839743889838861
0.25,sat,0.170417,146,770,6,6,6,0.022489625864137802,0.6075380318364679
0.5,sat,0.16425,146,770,6,6,6,0.028849328641300017,0.6265292370000991
0.75,sat,0.162333,146,770,6,6,6,0.034612111257988465,0.6420776186027666
1.0,sat,0.162458,146,770,6,6,6,0.03984413538775379,0.6549885820884636
