lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,sat,0.01675,18,81,0,0,0,undefined,undefined
0.25,sat,0.016458,18,81,0,0,0,undefined,undefined
0.5,sat,0.014875,18,81,0,0,0,undefined,undefined
0.75,sat,0.016333,18,81,0,0,0,undefined,undefined
1.0,sat,0.015625,18,81,0,0,0,undefined,undefined
