lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,sat,0.052542,15,33,2,2,2,0.28813686398677624,0.6318327297831261
0.25,sat,0.041625,15,33,2,2,2,0.32408297806609604,0.7614812015493879
0.5,sat,0.043459,15,33,2,2,2,0.3506092304719421,0.8311004256896333
0.75,sat,0.046875,15,33,2,2,2,0.37064164687694096,0.8718929788862582
1.0,sat,0.049958,15,33,2,2,2,0.3861193361704134,0.8977409600264505
