lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,unsat,0.253875,81,946,74,73,73,0.8236887891796074,0.8455369456776252
0.25,unsat,0.193625,59,707,49,48,48,0.8091923017074579,0.8588582964410872
0.5,unsat,0.188875,59,707,49,48,48,0.8152539178241797,0.8732841082823488
0.75,unsat,0.220792,70,812,59,58,58,0.8381087561664974,0.8864010411823743
1.0,unsat,0.237667,80,908,64,63,63,0.8413624853481517,0.8933393796969766
