lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,sat,0.078833,60,255,2,2,2,-0.05306545374913857,0.3720669481323617
0.25,sat,0.070584,60,255,2,2,2,-0.04538839538332605,0.44582841646156274
0.5,sat,0.077167,60,255,2,2,2,-0.03818265516176026,0.506025736305384
0.75,sat,0.070833,60,255,2,2,2,-0.031425895969112654,0.5552653111423872
1.0,sat,0.076333,60,255,2,2,2,-0.02509346121491463,0.5957761891390325
