lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,sat,0.010084,6,9,0,0,0,undefined,undefined
0.25,sat,0.010208,6,9,0,0,0,undefined,undefined
0.5,sat,0.0095,6,9,0,0,0,undefined,undefined
0.75,sat,0.01,6,9,0,0,0,undefined,undefined
1.0,sat,0.012917,6,9,0,0,0,undefined,undefined
