lambda,final_result,solve_time_ms,decisions,propagations,conflicts,backtracks,learned_clauses,pearson_all,pearson_active
0.0,sat,0.012084,9,27,0,0,0,undefined,undefined
0.25,sat,0.011375,9,27,0,0,0,undefined,undefined
0.5,sat,0.011833,9,27,0,0,0,undefined,undefined
0.75,sat,0.011458,9,27,0,0,0,undefined,undefined
1.0,sat,0.01175,9,27,0,0,0,undefined,undefined
